OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;MIS_A_JOUR;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;geo_shape;geo_point_2d
41;149;MANDEL 2 (SURFACE);69 AVENUE GEORGES MANDEL;69 AVENUE GEORGES MANDEL;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;OUI;43101;135;1350;OUI;810;1080;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;67,5;192,5;675;2018-02-01;67,5;192,5;675;0;ND;ND;ND;ND;ND;647000.6554;6862887.529;16F 16G 16H 16I 16J 16K 16L 16M 16N 16P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.277569261485475, 48.86383763695142]}";48.863837637, 2.27756926149
47;45;MONTHOLON;3 RUE MAYRAN;3 RUE MAYRAN;E1;9;INDIGO;WWW.PARKINDIGO.FR;01 42 85 37 57;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42614;235;2350;OUI;1233,75;1645;NON;ND;42339;0,95;1,9;3,8;5,7;7,6;11,4;15,2;26,6;30,4;34,2;34,2;34,2;34,2;34,2;9;118;329;1175;2018-02-01;118;329;1175;39;1,3;109;383;1089;10;652017.6411;6864292.845;9E 9F 9G 10F 10G;0,35;0,7;11,7;OUI;432;576;NON;ND;3111;NON;"{""type"": ""Point"", ""coordinates"": [2.345793483748113, 48.87686859931956]}";48.8768685993, 2.34579348375
51;16;PASSY;82 RUE DE PASSY;82 RUE DE PASSY;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 45 24 25 09;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42583;363;3775;OUI;2265;3020;NON;ND;42583;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;8;181,5;517;1888;2018-02-01;181,5;517;1888;14;1,2;127;362;1321;16,8;646845.0612;6862266.137;16K 16L 16M 16N 16P 16R 16S 16T 16U;0,3;0,6;10,8;OUI;792,75;1057;NON;ND;5335;NON;"{""type"": ""Point"", ""coordinates"": [2.275526196273249, 48.85823677015599]}";48.8582367702, 2.27552619627
52;141;PASTEUR 1 (SURFACE);40 BOULEVARD PASTEUR;40 BOULEVARD PASTEUR;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;43101;105,2;1052;OUI;631;841;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;52,6;150;526;2018-02-01;52,6;150;526;0;ND;ND;ND;ND;ND;649580.4243;6860415.569;6F 7K 7N 14M 14N 15G 15H 15J 15K 15R;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.313025249619883, 48.84181464393616]}";48.8418146439, 2.31302524962
84;41;HARLAY (PONT NEUF);40 BIS QUAI DES ORFÈVRES;40 BIS QUAI DES ORFEVRES;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 46 33 97 48;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;42583;246;2558;NON;ND;ND;OUI;1790,6;42614;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;7;ND;ND;ND;2018-02-01;123;350,55;1279;61;ND;89;253,5;925,6;ND;;;1E 34F 4E 5G 5H 5J 6E;ND;ND;ND;NON;ND;ND;NON;ND;2992;NON;"{""type"": ""Point"", ""coordinates"": [2.342773091449471, 48.85565848878775]}";48.8556584888, 2.34277309145
85;46;LOUVRE SAMARITAINE;7 PLACE DU LOUVRE;7 PLACE DU LOUVRE;E1;1;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 42 60 19 14;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42736;270;2700;OUI;1036,8;2160;NON;ND;43101;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;13;135;376,5;1350;2018-02-01;135;376,5;1350;43;1,5;94,5;263,5;945;10;;;1E;0,4;0,8;13,5;OUI;362,9;756;NON;ND;3375;NON;"{""type"": ""Point"", ""coordinates"": [2.341282707608166, 48.8621266179414]}";48.8621266179, 2.34128270761
87;177;PYRAMIDES;14 TER ET 29 TER RUE DES PYRAMIDES;29 TER RUE DES PYRAMIDES;E2;1;SAEMES;WWW.SAEMES.FR;01 47 03 02 88;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42979;270;2727;OUI;1500;2000;NON;ND;42979;1;2;4;6;8;12;16;28;32;36;36;36;36;36;16;135;371,5;1363,5;2018-02-01;135;371,5;1363,5;46;1,4;94,5;260,05;954,45;10;;;1E 2E;0,35;0,7;12,6;OUI;525;700;NON;ND;3408,7;NON;"{""type"": ""Point"", ""coordinates"": [2.333777698372947, 48.866242960394615]}";48.8662429604, 2.33377769837
88;147;SEBASTOPOL;37 TER BOULEVARD SÉBASTOPOL;37 TER BOULEVARD SEBASTOPOL;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 40 13 00 65;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;NON;42583;245;2448;NON;ND;ND;OUI;1714;42614;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;12;ND;ND;ND;2018-02-01;123;318;1224;72;ND;72;206;728;ND;;;1E 2E 3E 4E;ND;ND;ND;NON;ND;ND;NON;ND;3178;NON;"{""type"": ""Point"", ""coordinates"": [2.34937911467182, 48.86101522004842]}";48.86101522, 2.34937911467
89;6;VENDOME;26 TER PLACE VENDÔME;26 TER PLACE VENDOME;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 42 60 50 00;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;294;3040;NON;ND;ND;OUI;2128;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;30;ND;ND;ND;2018-02-01;ND;ND;1520;0;1,6;76,5;218;795,6;ND;;;1E 2E 6E 7L 8E 8H 8K 9G;0,4;0,8;13,6;NON;ND;ND;NON;ND;3953;NON;"{""type"": ""Point"", ""coordinates"": [2.3301979075673183, 48.8678975600126]}";48.86789756, 2.33019790757
93;7;HOTEL DE VILLE;6 TER QUAI DE GESVRES;6 TER QUAI DE GESVRES;E1;4;SAEMES;WWW.SAEMES.FR;01 42 71 51 96;180;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42917;267;2670;OUI;1597,5;2130;NON;ND;42705;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;10;133,5;380;1335;2018-02-01;133,5;380;1335;79;1,4;93,45;266,35;934,5;16;;;1E 2E 3E 4E 34F 5G 5J 6E 11G;0,4;0,7;13,2;NON;ND;ND;NON;ND;3471;NON;"{""type"": ""Point"", ""coordinates"": [2.34975041248609, 48.85655153551619]}";48.8565515355, 2.34975041249
95;183;LOBAU;2 TER ET 5 TER RUE DE LOBAU;5 TER RUE DE LOBAU;E2;4;INDIGO;WWW.PARKINDIGO.FR;01 42 77 88 53;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42583;266;2660;OUI;1597,5;2130;NON;ND;42552;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;17;133;373;1330;2018-02-01;133;373;1330;132;1,6;93;261;931;14;;;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,4;0,8;13,6;OUI;558,6;744,8;NON;ND;3413;NON;"{""type"": ""Point"", ""coordinates"": [2.353225350660585, 48.85658572901764]}";48.856585729, 2.35322535066
96;10;LUTECE;1 TER BOULEVARD DU PALAIS;1 TER BOULEVARD DU PALAIS;E1;4;INDIGO;WWW.PARKINDIGO.FR;01 40 46 95 61;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;OUI;42583;244;2613;OUI;1567,8;2090,4;NON;ND;42217;0,9;1,8;3,6;5,4;7,2;10,8;14,4;25,2;28,8;32,4;36;36;36;36;0;ND;ND;ND;2018-02-01;ND;ND;1306,5;9;1,2;85;242;914,55;ND;;;1E 4E 5G 5H 5J 6E 34F;0,3;0,6;11;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.3464637703271762, 48.85577705061664]}";48.8557770506, 2.34646377033
57;114;PORTE D ASNIERES;2 AVENUE DE LA PORTE D'ASNIÈRES;2 AVENUE DE LA PORTE D ASNIERES;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;OUI;NON;42583;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;5;ND;ND;ND;936;ND;648961.2958;6865841.822;ND;ND;ND;ND;NON;ND;ND;NON;ND;1581;NON;"{""type"": ""Point"", ""coordinates"": [2.303938244548789, 48.89056301411726]}";48.8905630141, 2.30393824455
64;49;PORTE DE VERSAILLES;40 BOULEVARD VICTOR;40 BOULEVARD VICTOR;E1;15;SAGS;WWW.SAGS.FR;01 53 68 46 09;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;43132;216;2160;OUI;1296;1728;NON;ND;43132;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;44;46;46;46;10;108;302;1080;2018-02-01;108;302;1080;20;1,5;75,6;211,4;756;ND;647534.5949;6859509.64;15N 15P 15S 15T 15U 15V 15W 15X;0,3;0,7;16,8;OUI;453,6;604,8;NON;ND;2700;NON;"{""type"": ""Point"", ""coordinates"": [2.285263715856588, 48.833504316390076]}";48.8335043164, 2.28526371586
67;80;ROQUETTE;16 RUE SERVAN;16 RUE SERVAN;E1;11;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;OUI;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;14;ND;46;121;437;ND;654785.9444;6862379.744;ND;ND;ND;ND;NON;ND;ND;NON;ND;1093;NON;"{""type"": ""Point"", ""coordinates"": [2.383739384704096, 48.85986469665986]}";48.8598646967, 2.3837393847
69;144;SAINT JACQUES 2 (SURFACE);2 BOULEVARD SAINT JACQUES;2 BOULEVARD SAINT JACQUES;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;OUI;43101;105,2;1052;OUI;631;841;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;52,6;150;526;2018-02-01;52,6;150;526;0;ND;ND;ND;ND;ND;651614.6666;6859331.222;5E 13F 13G 13H 13J 13L 14H 14J 14L 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.340864135927218, 48.832219009150165]}";48.8322190092, 2.34086413593
73;181;BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE);19 RUE EMILE DURKHEIM, 24 RUE NEUVE TOLBIAC;19 RUE EMILE DURKHEIM;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42614;235;2350;OUI;1410;1880;NON;ND;42614;0,9;1,8;3,6;5,4;7,2;10,8;14,4;25,2;28,8;32,4;32,4;32,4;32,4;32,4;11;118;329;1175;2018-02-01;118;329;1175;16;1,2;82;230;823;10;654307.1763;6859307.359;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,3;0,6;10,8;OUI;493,5;658;NON;ND;2938;NON;"{""type"": ""Point"", ""coordinates"": [2.377544218184295, 48.83220091070548]}";48.8322009107, 2.37754421818
154;28;ALBAN SATRAGNE MAGENTA;9 TER SQUARE ALBAN SATRAGNE;9 TER SQUARE ALBAN SATRAGNE;E1;10;INDIGO;WWW.PARKINDIGO.FR;01 47 70 25 36;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42583;193;2005;NON;ND;ND;OUI;1404;42614;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;13;ND;ND;ND;2018-02-01;97;275;1003;50;1,2;94;268;978;10;;;10E 10F 10G;0,3;0,6;10,8;NON;ND;ND;NON;ND;2506;NON;"{""type"": ""Point"", ""coordinates"": [2.35433637597218, 48.87522433479578]}";48.8752243348, 2.35433637597
155;131;EURONORD LARIBOISIERE;10 TER RUE AMBROISE PARÉ;10 TER RUE AMBROISE PARE;E1;10;INDIGO;WWW.PARKINDIGO.FR;01 40 16 42 57;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;OUI;42583;206;2143;OUI;1285,5;1714;NON;ND;42614;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;10;103;294;1072;2018-02-01;103;294;1072;32;1,2;72;206;750;10;;;10E 10F 10G 19E 19F 19G 19H 19J 19K 19L 19M 19N 19P;0,3;0,6;10,8;OUI;450;600;NON;ND;2679;NON;"{""type"": ""Point"", ""coordinates"": [2.352331879859695, 48.88206918651944]}";48.8820691865, 2.35233187986
159;62;BERCY RELAIS MERCURE;71 RUE DE BERCY;71 RUE DE BERCY;E1;12;SOCIETE SEIH_ACCOR_ALLSEASONS;SOCIETE SEIH;01 53 46 50 50;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;41275;155;1860;NON;ND;ND;NON;ND;42186;0,8;1,6;3,2;4,8;6,4;9,6;12,8;22;24,8;27,6;28;28;28;28;4;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;1680;NON;"{""type"": ""Point"", ""coordinates"": [2.381473095640505, 48.83819891793308]}";48.8381989179, 2.38147309564
165;188;MEDITERRANEE;24 ET 40 RUE DE CHÂLON;24 RUE DE CHALON;E2;12;SAEMES;WWW.SAEMES.FR;01 43 07 48 58;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42917;294;2940;NON;ND;ND;NON;ND;42552;1,15;2,3;4,6;6,9;9,2;13,8;17,8;29,8;33,8;37,8;37,8;37,8;37,8;37,8;62;147;418,5;1470;2018-02-01;147;418,5;1470;146;1,6;102,9;292,9;1029;15;;;ND;0,4;0,8;13,2;NON;ND;ND;OUI;930;3675;NON;"{""type"": ""Point"", ""coordinates"": [2.377003872115962, 48.84421787699114]}";48.844217877, 2.37700387212
166;17;PICPUS NATION;65/M ET 77/M BOULEVARD DE PICPUS;65 M BOULEVARD DE PICPUS;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 46 28 60 47;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42583;124;1290;NON;ND;ND;OUI;1188;42583;0,75;1,5;3;4,5;6;9;12;21;24;27;27;27;27;27;19;62;177;645;2018-02-01;62;177;645;40;0,8;43;124;452;10;;;11E 11F 11G 11H 11J 11K 11L 12E 12G 12H 12J 12M 12N 12P 12R 20E 20F 20G 20H 20J 20K 20L 20M 20N 20P 20R;0,2;0,4;7,2;NON;ND;ND;NON;ND;1613;NON;"{""type"": ""Point"", ""coordinates"": [2.399910814951054, 48.846455529087734]}";48.8464555291, 2.39991081495
168;47;REUILLY DIDEROT;30 TER RUE DE REUILLY;30 TER RUE DE REUILLY;E1;12;SAEMES;WWW.SAEMES.FR;01 43 45 81 21;185;350;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42917;182;1911;NON;ND;ND;OUI;1528;42917;1;2;4;6;8;12;16;28;32;36;36;36;36;36;3;ND;ND;ND;2018-02-01;226;635;ND;5;1,4;73;204;764;15;;;12E 12G 12H 12J 12M 12N 12P 12R 11K 11L;0,3;0,7;12,6;NON;ND;ND;OUI;573;2386;NON;"{""type"": ""Point"", ""coordinates"": [2.387107726738748, 48.84652120270016]}";48.8465212027, 2.38710772674
171;176;PORTE D ORLEANS;7 RUE DE LA LÉGION ETRANGÈRE - 10 AVENUE DE LA PORTE D'ORLÉANS;10 AVENUE DE LA PORTE D ORLEANS;E2;14;SAEMES;WWW.SAEMES.FR;01 40 52 09 20;185;260;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42736;140;1400;OUI;840;Comptant;OUI;392;42736;0,8;1,6;3,25;4,85;6,5;9,75;13;22,75;26;29,25;29,25;29,25;29,25;29,25;14;ND;ND;ND;2018-02-01;70;196;700;24;1,15;ND;ND;ND;ND;;;TOUT PARIS;0,3;0,6;10,35;OUI;294;ND;NON;Annuel;1820;NON;"{""type"": ""Point"", ""coordinates"": [2.325519475049238, 48.820524833336925]}";48.8205248333, 2.32551947505
114;135;SAINT PLACIDE;33 TER RUE SAINT-PLACIDE;33 TER RUE SAINT PLACIDE;E1;6;Q PARK;WWW.Q-PARK.FR;01 45 45 69 73;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;42736;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;195;585;2340;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.325780897205592, 48.84862019841559]}";48.8486201984, 2.32578089721
116;161;SAINT SULPICE (GARAGE);8/M PLACE SAINT SULPICE;8 M PLACE SAINT SULPICE;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 43 25 45 57;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;42583;375;3900;OUI;2340;3120;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;187,5;534,5;1950;2018-02-01;187,5;534,5;1950;5;ND;134,3;382,8;1396,8;ND;;;1E 4E 5E 5H 5J 6E 6F 6G 7L 7M 7N;ND;ND;ND;NON;ND;ND;NON;ND;4875;NON;"{""type"": ""Point"", ""coordinates"": [2.333610378107826, 48.851437144716265]}";48.8514371447, 2.33361037811
120;71;GOURAUD;5 AVENUE ÉMILE POUVILLON;5 AVENUE EMILE POUVILLON;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.299118995182624, 48.85747133157926]}";48.8574713316, 2.29911899518
125;134;LA TOUR MAUBOURG ORSAY;45 TER QUAI D'ORSAY;45 TER QUAI D ORSAY;E1;7;Q PARK;WWW.Q-PARK.FR;01 44 18 04 05;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;43101;310;3000;NON;ND;ND;OUI;2100;43101;1,3;2,55;5,05;7,6;10,1;15,15;20,2;35,35;40,4;41,6;41,6;41,6;41,6;41,6;9;ND;ND;ND;2018-02-01;125;ND;1500;11;ND;145;410;1150;ND;;;1E 7E 7F 7G 7H 7J 7K 7L 7M 7N 8E 16H;ND;ND;ND;NON;ND;ND;NON;ND;3750;NON;"{""type"": ""Point"", ""coordinates"": [2.309850563947144, 48.86234852674823]}";48.8623485267, 2.30985056395
131;186;SUFFREN;8 TER PLACE JOFFRE, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;13 AVENUE EMILE ACOLLAS;E2;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.301144270987128, 48.851895412601436]}";48.8518954126, 2.30114427099
148;167;HOCHE;14 QUATER ET 29 TER AVENUE HOCHE;29 TER AVENUE HOCHE;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 42 25 75 47;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;295;3068;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;10;ND;ND;ND;2018-02-01;ND;ND;1539;13;ND;171;487;1778;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;3224;NON;"{""type"": ""Point"", ""coordinates"": [2.301448858756642, 48.87624842250598]}";48.8762484225, 2.30144885876
101;77;LAGRANGE MAUBERT;19 TER RUE LAGRANGE;19 TER RUE LAGRANGE;E1;5;SAEMES;WWW.SAEMES.FR;01 43 25 84 47;185;;VISITEURS ET ABONNES;24h / 24;PREVU;OUI;OUI;NON;NON;43101;254,8;2548;OUI;1382;1975;NON;ND;43101;1;2;4;6;8;12;16;28;32;36;36;36;36;36;3;127,4;356,7;1274;2018-02-01;127,4;356,7;1274;18;1,4;89,1;249,6;891;10;;;1E 4E 5E 5F 5G 5H 5J 6E 6G;0,35;0,7;12,6;OUI;483;691;NON;ND;3190;NON;"{""type"": ""Point"", ""coordinates"": [2.348645017170526, 48.85066019649129]}";48.8506601965, 2.34864501717
104;85;POLIVEAU;39 BIS RUE POLIVEAU;39 BIS RUE POLIVEAU;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;OUI;42186;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;2;ND;ND;189;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;1628;NON;"{""type"": ""Point"", ""coordinates"": [2.3574807517302823, 48.83981215507105]}";48.8398121551, 2.35748075173
107;175;SOUFFLOT;18/M ET 19 TER RUE SOUFFLOT;19 TER RUE SOUFFLOT;E2;5;INDIGO;WWW.PARKINDIGO.FR;01 43 26 15 54;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42583;239;2486;NON;ND;ND;NON;ND;42736;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;2;119,5;341;1243;2018-02-01;119,5;341;1243;32;1,2;83,6;238,7;870,1;10,1;;;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;3077;NON;"{""type"": ""Point"", ""coordinates"": [2.341455863734564, 48.84706075963001]}";48.8470607596, 2.34145586373
112;55;SAINT GERMAIN DES PRES;169 TER BOULEVARD SAINT GERMAIN;169 TER BOULEVARD SAINT GERMAIN;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;42583;310;3224;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;17;ND;ND;ND;2018-02-01;ND;ND;1612;19;ND;138;368;1435;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.331094875674931, 48.85411090628743]}";48.8541109063, 2.33109487567
63;40;PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;E1;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 42 29 31 96;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;42095;120;1200;NON;ND;ND;OUI;920;43101;0,8;1,6;3,2;4,8;6,4;9,6;12,8;22,4;25,6;28,8;32;35,2;38,4;38,4;10;ND;ND;ND;2018-02-01;ND;ND;ND;4;ND;ND;ND;ND;ND;650834.5461;6866880.223;17R 17S 17T 17U 18E 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.329363957021306, 48.900046678656324]}";48.9000466787, 2.32936395702
65;64;PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 40 68 00 11;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;42583;208;2163;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;40;ND;ND;ND;2018-02-01;ND;ND;1082;9;ND;112;319;1165;ND;647380.2712;6864575.349;ND;ND;ND;ND;NON;ND;ND;NON;ND;2756;NON;"{""type"": ""Point"", ""coordinates"": [2.282534459216831, 48.87904685235436]}";48.8790468524, 2.28253445922
